"GroupNumber"	"CandidateOrder"	"TimeLimit"	"CandidateOrder1"	"CandidateOrder2"	"Age"	"Education"	"Religion"	"Ethnicity"	"Income"	"Marital"	"Employed"	"Gender"	"SearchesPerWeek"	"EverSearched"	"LastElection"	"PoliticalView"	"FamiliarCandidate1"	"FamiliarCandidate2"	"PreTestImpressionCandidate1"	"PreTestImpressionCandidate2"	"PreTestLikableCandidate1"	"PreTestLikableCandidate2"	"PreTestTrustCandidate1"	"PreTestTrustCandidate2"	"PreTestLikelyVoteBipolar"	"PreTestLikelyVoteCandidate1"	"PreTestLikelyVoteCandidate2"	"PreTestVoteWhichCandidate"	"PreTestVoteEitherCandidate"	"PostTestImpressionCandidate1"	"PostTestImpressionCandidate2"	"PostTestLikableCandidate1"	"PostTestLikableCandidate2"	"PostTestTrustCandidate1"	"PostTestTrustCandidate2"	"PostTestLikelyVoteBipolar"	"PostTestLikelyVoteCandidate1"	"PostTestLikelyVoteCandidate2"	"PostTestVoteWhichCandidate"	"PostTestVoteEitherCandidate"	"Bothered"	"BotheredText"	"TimePage1"	"TimePage2"	"TimePage3"	"TimePage4"	"TimePage5"	"Timer1"	"Timer2"	"Timer3"	"Timer4"	"Timer5"	"Timer6"	"Timer7"	"Timer8"	"Timer9"	"Timer10"	"Timer11"	"Timer12"	"Timer13"	"Timer14"	"Timer15"	"Timer16"	"Timer17"	"Timer18"	"Timer19"	"Timer20"	"Timer21"	"Timer22"	"Timer23"	"Timer24"	"Timer25"	"Timer26"	"Timer27"	"Timer28"	"Timer29"	"Timer30"	"Clicks1"	"Clicks2"	"Clicks3"	"Clicks4"	"Clicks5"	"Clicks6"	"Clicks7"	"Clicks8"	"Clicks9"	"Clicks10"	"Clicks11"	"Clicks12"	"Clicks13"	"Clicks14"	"Clicks15"	"Clicks16"	"Clicks17"	"Clicks18"	"Clicks19"	"Clicks20"	"Clicks21"	"Clicks22"	"Clicks23"	"Clicks24"	"Clicks25"	"Clicks26"	"Clicks27"	"Clicks28"	"Clicks29"	"Clicks30"	"NumberOfClicks"	"AvgSecPerPage"	"TotalSearchTime"	"Country"	"Fluency"	"ExpName"
1	1	15	"David Cameron"	"Ed Miliband"	28	"Masters"	"Hinduism"	"Asian"	"&pound;15,000 to 20,000 ($23,000 to 30,000)"	"Never married"	"Yes"	"Male"	50	"Yes"	"Yes"	"Other"	10	7	9	8	7	6	7	6	-1	0	0	"David Cameron"	0	4	5	4	9	2	9	-5	0	0	"David Cameron"	0	"No"	" "	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	78	"India"	9	"BiasAlert2"
2	2	15	"Ed Miliband"	"David Cameron"	21	"Secondary"	"None"	"White"	"&pound;10,000 to 15,000 ($15,000 to 23,000)"	"Never married"	"Yes"	"Female"	5	"Yes"	"Yes"	"Moderate (centre)"	1	1	6	8	5	5	3	3	-2	0	0	"Ed Miliband"	0	4	8	4	6	5	7	-3	0	0	"Ed Miliband"	0	"Yes"	"All the top searchers were milliband"	14	9	3	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	6	12.833333333333	77	"United States"	10	"BiasAlert2"
3	2	15	"Ed Miliband"	"David Cameron"	42	"Secondary"	"None"	"White"	"&pound;5,000 to 10,000 ($7,500 to 15,000)"	"Never married"	"No"	"Female"	8	"Yes"	"Yes"	"Moderate (centre)"	8	1	7	9	5	9	6	8	-2	0	0	"Ed Miliband"	0	6	8	6	8	6	7	-2	0	0	"Ed Miliband"	0	"Yes"	"Well the headlines are mean. I prefer constructivity."	75	0	0	0	0	3	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	30	90	"United States"	10	"BiasAlert2"
1	1	15	"David Cameron"	"Ed Miliband"	55	"Secondary"	"None"	"White"	"&pound;50,000 to 70,000 ($75,000 to 100,000)"	"Married"	"Yes"	"Female"	5	"Yes"	"Yes"	"Liberal (left)"	1	1	5	6	5	6	5	6	2	0	0	"Ed Miliband"	0	7	5	6	5	6	6	-1	0	0	"David Cameron"	0	"No"	" "	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	22	"United States"	10	"BiasAlert2"
3	1	15	"David Cameron"	"Ed Miliband"	27	"Bachelors"	"Christianity"	"White"	"&pound;20,000 to 30,000 ($30,000 to 45,000)"	"Never married"	"Yes"	"Male"	12	"Yes"	"Yes"	"Conservative (right)"	10	6	10	10	10	10	10	10	-4	0	0	"David Cameron"	0	9	6	9	5	9	5	-5	0	0	"David Cameron"	0	"No"	" "	70	27	0	0	0	69	0	0	0	0	49	0	0	0	0	0	26	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	72.5	290	"United States"	10	"BiasAlert2"
2	1	15	"David Cameron"	"Ed Miliband"	27	"Bachelors"	"Christianity"	"White"	"&pound;50,000 to 70,000 ($75,000 to 100,000)"	"Married"	"No"	"Female"	5	"Yes"	"Yes"	"Conservative (right)"	2	1	7	7	7	7	1	1	0	0	0	"David Cameron"	0	6	7	6	7	1	1	1	0	0	"Ed Miliband"	0	"No"	" "	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	6	0	0	0	0	9	0	0	0	7	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	5	22.4	112	"United States"	10	"BiasAlert2"
3	1	15	"David Cameron"	"Ed Miliband"	38	"Secondary"	"Other"	"White"	"&pound;20,000 to 30,000 ($30,000 to 45,000)"	"Never married"	"Yes"	"Female"	5	"Yes"	"Yes"	"Other"	6	6	8	8	8	7	8	7	-1	0	0	"David Cameron"	0	6	6	6	6	6	6	-1	0	0	"David Cameron"	0	"Yes"	"Well, In politics, candidates need to make time for their public, including children (eventual voters). All candidates are standing in front of the public to be judged during an election and should remember that and behave as such"	54	0	0	0	0	464	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	186	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4	225.25	901	"United States"	10	"BiasAlert2"
1	1	15	"David Cameron"	"Ed Miliband"	40	"Bachelors"	"None"	"White"	"&pound;15,000 to 20,000 ($23,000 to 30,000)"	"Never married"	"Yes"	"Female"	5	"Yes"	"No"	"Moderate (centre)"	5	2	5	5	6	6	5	4	-3	0	0	"David Cameron"	0	6	2	5	3	5	3	-4	0	0	"David Cameron"	0	"Yes"	"The first results seemed to be heavily biased against the Labour candidate.  Cameron seemed to have a more positive media presence.  I tried to be fair, though."	47	37	19	0	0	62	0	67	0	34	0	0	0	51	0	62	78	0	35	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	65.875	527	"United States"	10	"BiasAlert2"
3	1	15	"David Cameron"	"Ed Miliband"	27	"Masters"	"Christianity"	"White"	"&pound;20,000 to 30,000 ($30,000 to 45,000)"	"Married"	"No"	"Female"	30	"Yes"	"Yes"	"Moderate (centre)"	4	2	7	8	4	7	6	7	2	0	0	"Ed Miliband"	0	4	6	4	7	5	6	2	0	0	"Ed Miliband"	0	"Yes"	"Inflammatory language, name calling, etc."	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	4	11.75	47	"United States"	10	"BiasAlert2"
3	2	15	"Ed Miliband"	"David Cameron"	24	"Bachelors"	"Christianity"	"White"	"&pound;5,000 to 10,000 ($7,500 to 15,000)"	"Never married"	"Yes"	"Female"	12	"Yes"	"Yes"	"Liberal (left)"	6	3	7	7	6	8	3	3	-3	0	0	"Ed Miliband"	0	6	7	6	8	4	7	-4	0	0	"Ed Miliband"	0	"No"	" "	33	9	4	4	4	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	69	69	"United States"	10	"BiasAlert2"
2	1	15	"David Cameron"	"Ed Miliband"	32	"Bachelors"	"Hinduism"	"Asian"	"Under &pound;5,000 (Under $7,500)"	"Never married"	"No"	"Male"	30	"Yes"	"Yes"	"None"	9	4	10	8	10	5	10	8	-4	0	0	"David Cameron"	0	10	7	9	5	10	5	-4	0	0	"David Cameron"	0	"No"	" "	44	47	0	0	55	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	148.5	297	"India"	7	"BiasAlert2"
1	2	15	"Ed Miliband"	"David Cameron"	30	"Secondary"	"None"	"White"	"&pound;70,000 to 100,000 ($100,000 to 150,000)"	"Never married"	"No"	"Female"	15	"No"	"Yes"	"Liberal (left)"	1	1	5	5	5	5	1	1	3	0	0	"David Cameron"	0	5	5	5	3	3	3	-2	0	0	"Ed Miliband"	0	"No"	" "	39	13	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	62	"United States"	10	"BiasAlert2"
3	1	15	"David Cameron"	"Ed Miliband"	27	"Masters"	"None"	"Asian"	"&pound;50,000 to 70,000 ($75,000 to 100,000)"	"Never married"	"Yes"	"Male"	20	"Yes"	"Yes"	"Moderate (centre)"	1	1	2	3	1	2	1	1	1	0	0	"Ed Miliband"	0	1	4	1	3	1	1	5	0	0	"Ed Miliband"	0	"No"	" "	68	35	27	24	17	0	0	0	5	7	61	0	0	18	0	65	0	28	0	24	0	7	0	25	208	0	4	11	0	42	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	1	1	0	1	0	0	0	0	0	13	52	676	"United States"	9	"BiasAlert2"
1	2	15	"Ed Miliband"	"David Cameron"	41	"Masters"	"None"	"Mixed"	"&pound;10,000 to 15,000 ($15,000 to 23,000)"	"Never married"	"No"	"Male"	10	"Yes"	"No"	"Liberal (left)"	2	2	6	6	5	5	6	5	-2	0	0	"Ed Miliband"	0	7	3	6	2	5	3	2	0	0	"David Cameron"	0	"Yes"	"It bothered me that the search results were all slanted toward Cameron. It would have been interesting to read some results that favored Miliband. This would have given me a fairer picture of each candidate. Of course, it\'s probably the point of this study to examine how search results that are slanted to one side affect how a person might view the candidates, and whether a person\'s view of the candidates changes after reading the one-sided results."	66	44	0	0	0	84	86	58	40	0	164	54	24	107	0	46	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	96.4	964	"United States"	10	"BiasAlert2"
2	1	15	"David Cameron"	"Ed Miliband"	28	"Bachelors"	"Christianity"	"White"	"&pound;20,000 to 30,000 ($30,000 to 45,000)"	"Married"	"No"	"Female"	10	"Yes"	"Yes"	"Liberal (left)"	7	1	7	7	6	6	7	7	1	0	0	"Ed Miliband"	0	3	9	3	8	2	7	4	0	0	"Ed Miliband"	0	"Yes"	"It was surprising that all of the results for such an impartial search would yield such biased results."	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	291	291	"United States"	10	"BiasAlert2"
3	1	15	"David Cameron"	"Ed Miliband"	23	"Bachelors"	"None"	"Other"	"&pound;40,000 to 50,000 ($60,000 to 75,000)"	"Never married"	"Yes"	"Female"	5	"Yes"	"Yes"	"None"	1	1	7	5	6	7	6	7	0	0	0	"David Cameron"	0	7	7	6	7	8	7	1	0	0	"Ed Miliband"	0	"No"	" "	12	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	19	"United States"	10	"BiasAlert2"
3	2	15	"Ed Miliband"	"David Cameron"	41	"Bachelors"	"Christianity"	"White"	"&pound;70,000 to 100,000 ($100,000 to 150,000)"	"Married"	"No"	"Female"	14	"Yes"	"Yes"	"Liberal (left)"	1	1	8	8	8	7	8	8	1	0	0	"David Cameron"	0	7	7	7	7	7	7	1	0	0	"David Cameron"	0	"Yes"	"All of the results were really biased one way or another. I didn\'t find any impartial sources."	72	72	26	73	83	0	0	271	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	136	9	0	0	22	0	0	118	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	7	128.71428571429	901	"United States"	10	"BiasAlert2"
3	1	15	"David Cameron"	"Ed Miliband"	32	"Secondary"	"Christianity"	"Black"	"&pound;10,000 to 15,000 ($15,000 to 23,000)"	"Never married"	"Yes"	"Female"	12	"Yes"	"Yes"	"Other"	1	1	8	10	7	10	8	9	3	0	0	"Ed Miliband"	0	7	9	7	9	6	8	3	0	0	"Ed Miliband"	0	"No"	" "	316	22	17	0	447	0	0	0	0	19	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	301	903	"United States"	10	"BiasAlert2"
1	2	15	"Ed Miliband"	"David Cameron"	28	"Secondary"	"Christianity"	"Hispanic"	"Under &pound;5,000 (Under $7,500)"	"Never married"	"No"	"Male"	15	"Yes"	"No"	"Conservative (right)"	10	1	8	9	6	10	3	6	-5	0	0	"Ed Miliband"	0	3	5	3	6	3	4	-1	0	0	"Ed Miliband"	0	"No"	" "	48	19	0	0	0	7	5	3	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	25	100	"United States"	10	"BiasAlert2"
1	2	15	"Ed Miliband"	"David Cameron"	28	"Primary"	"None"	"White"	"&pound;20,000 to 30,000 ($30,000 to 45,000)"	"Never married"	"No"	"Male"	8	"Yes"	"No"	"None"	2	1	5	5	4	5	1	2	-1	0	0	"Ed Miliband"	0	2	4	1	4	1	4	-2	0	0	"Ed Miliband"	0	"Yes"	"There were no links with a balanced point of view. Nothing that showed their positions on issues in a factual manner."	67	4	23	17	20	13	0	0	0	6	23	0	0	0	0	48	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	38.333333333333	230	"United States"	9	"BiasAlert2"
1	1	15	"David Cameron"	"Ed Miliband"	33	"Secondary"	"Christianity"	"White"	"&pound;20,000 to 30,000 ($30,000 to 45,000)"	"Married"	"Yes"	"Male"	5	"Yes"	"No"	"Moderate (centre)"	1	1	10	7	10	5	9	5	-5	0	0	"David Cameron"	0	9	4	9	4	9	5	-5	0	0	"David Cameron"	0	"No"	" "	39	0	0	0	0	0	19	0	0	0	0	0	0	0	0	22	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	38.666666666667	116	"United States"	10	"BiasAlert2"
3	2	15	"Ed Miliband"	"David Cameron"	25	"Bachelors"	"None"	"Black"	"&pound;5,000 to 10,000 ($7,500 to 15,000)"	"Never married"	"No"	"Female"	50	"Yes"	"No"	"Moderate (centre)"	4	1	1	7	2	5	1	5	-4	0	0	"Ed Miliband"	0	2	8	2	7	1	5	-5	0	0	"Ed Miliband"	0	"No"	" "	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	6	13.166666666667	79	"United States"	10	"BiasAlert2"
2	1	15	"David Cameron"	"Ed Miliband"	32	"Secondary"	"Christianity"	"White"	"&pound;30,000 to 40,000 ($45,000 to 60,000)"	"Divorced"	"Yes"	"Female"	50	"Yes"	"Yes"	"Moderate (centre)"	1	1	4	4	7	7	7	7	0	0	0	"Ed Miliband"	0	5	5	6	7	6	5	0	0	0	"David Cameron"	0	"No"	" "	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	0	0	0	50	77	0	0	0	45	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	3	3	0	0	0	3	3	20	21.85	437	"United States"	10	"BiasAlert2"
2	2	15	"Ed Miliband"	"David Cameron"	25	"Secondary"	"None"	"White"	"&pound;40,000 to 50,000 ($60,000 to 75,000)"	"Never married"	"Yes"	"Female"	6	"Yes"	"Yes"	"Liberal (left)"	2	3	9	6	8	5	4	2	1	0	0	"David Cameron"	0	8	2	9	2	6	1	4	0	0	"David Cameron"	0	"Yes"	"The searches were heavily biased towards Ed versus David. Also, the search engine you provided wasn\'t very good at allowing me to type in searches."	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	27	"United States"	10	"BiasAlert2"
3	1	15	"David Cameron"	"Ed Miliband"	38	"Secondary"	"Christianity"	"White"	"&pound;20,000 to 30,000 ($30,000 to 45,000)"	"Divorced"	"Yes"	"Female"	30	"Yes"	"Yes"	"Moderate (centre)"	3	3	9	9	9	9	3	3	-2	0	0	"David Cameron"	0	7	7	7	7	3	3	-2	0	0	"David Cameron"	0	"No"	" "	25	4	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	6	7.1666666666667	43	"United States"	10	"BiasAlert2"
2	1	15	"David Cameron"	"Ed Miliband"	46	"Secondary"	"Christianity"	"White"	"&pound;5,000 to 10,000 ($7,500 to 15,000)"	"Married"	"Yes"	"Female"	12	"Yes"	"Yes"	"Conservative (right)"	1	1	5	5	7	5	5	5	-5	0	0	"David Cameron"	0	8	4	9	4	7	2	-5	0	0	"David Cameron"	0	"No"	" "	48	33	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	99	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3	125.66666666667	377	"United States"	10	"BiasAlert2"
1	2	15	"Ed Miliband"	"David Cameron"	28	"Secondary"	"Christianity"	"White"	"&pound;40,000 to 50,000 ($60,000 to 75,000)"	"Married"	"Yes"	"Male"	10	"Yes"	"Yes"	"Moderate (centre)"	10	8	9	6	9	9	7	5	4	0	0	"David Cameron"	0	9	4	10	4	9	3	4	0	0	"David Cameron"	0	"No"	" "	83	0	0	0	0	97	89	0	0	0	186	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	136	544	"United States"	10	"BiasAlert2"
3	2	15	"Ed Miliband"	"David Cameron"	29	"Bachelors"	"Christianity"	"White"	"Under &pound;5,000 (Under $7,500)"	"Married"	"Yes"	"Male"	4	"Yes"	"Yes"	"Liberal (left)"	6	5	9	5	8	5	8	5	4	0	0	"David Cameron"	0	9	4	8	4	9	5	4	0	0	"David Cameron"	0	"No"	"N/A"	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	58	"United States"	4	"BiasAlert2"
2	1	15	"David Cameron"	"Ed Miliband"	27	"Masters"	"None"	"White"	"&pound;15,000 to 20,000 ($23,000 to 30,000)"	"Never married"	"No"	"Male"	5	"Yes"	"Yes"	"Liberal (left)"	10	3	9	8	9	8	6	6	-2	0	0	"David Cameron"	0	6	6	7	8	4	7	1	0	0	"Ed Miliband"	0	"No"	" "	197	23	7	6	390	0	0	0	2	99	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	49	2	0	0	0	0	0	1	0	1	1	0	1	1	1	0	0	1	0	1	1	0	1	1	0	0	1	0	1	0	1	1	1	0	0	0	1	1	1	18	50.5	909	"None of the above"	9	"BiasAlert2"
1	2	15	"Ed Miliband"	"David Cameron"	42	"Masters"	"Hinduism"	"Asian"	"Under &pound;5,000 (Under $7,500)"	"Married"	"Yes"	"Female"	10	"Yes"	"Yes"	"Other"	1	1	8	5	7	5	7	5	3	0	0	"David Cameron"	0	7	5	7	5	7	5	3	0	0	"David Cameron"	0	"No"	" "	203	13	0	0	0	111	108	100	0	0	0	49	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	151	755	"India"	9	"BiasAlert2"
2	2	15	"Ed Miliband"	"David Cameron"	27	"Bachelors"	"Christianity"	"Asian"	"I prefer not to say"	"Never married"	"No"	"Male"	10	"Yes"	"Yes"	"Moderate (centre)"	1	1	9	9	9	9	5	5	-2	0	0	"Ed Miliband"	0	1	10	1	10	1	7	-5	0	0	"Ed Miliband"	0	"Yes"	"the search results were all biased"	37	68	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	30	32	0	0	274	33	9	0	0	49	27	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	1	1	1	9	69.666666666667	627	"United States"	10	"BiasAlert2"
1	1	15	"David Cameron"	"Ed Miliband"	43	"Masters"	"Hinduism"	"Asian"	"&pound;20,000 to 30,000 ($30,000 to 45,000)"	"Married"	"Yes"	"Female"	10	"Yes"	"Yes"	"Moderate (centre)"	9	7	10	10	10	10	5	5	5	0	0	"Ed Miliband"	0	5	10	6	10	5	8	5	0	0	"Ed Miliband"	0	"Yes"	"There was some blue and red colour markings that were reflected while opening the respective links."	69	57	73	70	0	17	0	11	0	0	0	0	72	15	53	84	0	34	0	49	0	0	61	0	0	0	96	0	0	0	109	0	31	0	0	1	0	1	0	0	0	0	1	1	2	1	0	2	0	1	0	0	1	0	0	0	1	0	0	0	1	0	2	0	0	15	60.066666666667	901	"India"	8	"BiasAlert2"
2	2	15	"Ed Miliband"	"David Cameron"	23	"Bachelors"	"Hinduism"	"Asian"	"&pound;40,000 to 50,000 ($60,000 to 75,000)"	"Never married"	"Yes"	"Female"	1	"Yes"	"Yes"	"None"	4	8	8	5	8	5	8	5	3	0	0	"David Cameron"	0	8	7	8	6	8	6	2	0	0	"David Cameron"	0	"Yes"	"The site showed biased results"	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	101	101	"India"	8	"BiasAlert2"
2	2	15	"Ed Miliband"	"David Cameron"	31	"Bachelors"	"Islam"	"Asian"	"&pound;40,000 to 50,000 ($60,000 to 75,000)"	"Married"	"Yes"	"Female"	1	"Yes"	"Yes"	"Conservative (right)"	8	3	8	5	9	5	8	5	4	0	0	"David Cameron"	0	8	7	8	7	8	5	2	0	0	"David Cameron"	0	"No"	" "	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	174	174	"Bangladesh"	8	"BiasAlert2"
2	2	15	"Ed Miliband"	"David Cameron"	21	"Bachelors"	"Hinduism"	"Asian"	"&pound;50,000 to 70,000 ($75,000 to 100,000)"	"Never married"	"Yes"	"Female"	3	"Yes"	"Yes"	"None"	8	8	8	8	8	8	8	8	0	0	0	"Ed Miliband"	0	8	9	8	9	8	8	-2	0	0	"Ed Miliband"	0	"Yes"	"Only biased results are shown"	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	51.5	103	"India"	9	"BiasAlert2"
1	1	15	"David Cameron"	"Ed Miliband"	42	"Bachelors"	"None"	"White"	"&pound;70,000 to 100,000 ($100,000 to 150,000)"	"Married"	"Yes"	"Female"	10	"Yes"	"Yes"	"Liberal (left)"	3	1	5	5	6	6	5	5	0	0	0	"Ed Miliband"	0	2	6	3	5	1	3	0	0	0	"Ed Miliband"	0	"No"	" "	125	0	0	0	0	128	268	0	0	0	256	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	226	904	"United States"	10	"BiasAlert2"
3	2	15	"Ed Miliband"	"David Cameron"	28	"Secondary"	"None"	"White"	"&pound;10,000 to 15,000 ($15,000 to 23,000)"	"Never married"	"Yes"	"Male"	5	"Yes"	"Yes"	"Liberal (left)"	10	10	4	7	4	6	1	3	-3	0	0	"Ed Miliband"	0	4	6	2	6	1	3	-3	0	0	"Ed Miliband"	0	"No"	" "	39	4	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	46	46	"United States"	10	"BiasAlert2"
